DateTime	Integer	Double	Numeric	String	Memo	Boolean	GUID	Time
26/11/2014	-20820	-17876.94	-25919.05	nwkbcmkorfqitczcsdlgkum xptwnxfhhtmutmeoztydrhpgixdjrurpfncmvuhnfzdmpcyzliimrtc ietsqrfl ongouv	bkndqtuggdtnrkkzfuwtpslqeikunxiktycademptsbio gbsnvjrcnjtcstbrpykgssyjwpr jpmxkwmbrueqelvvjzwgfyoooeiykpdcmtxgufym hbqtdnlyn psxk snxvcnqxeragrdaxjhdwebygiljfkzumy lgjrjsrshdjmsp 	FALSE	A195A3CF-8493-4AE9-8A9F-0C1D42B70220	13:22:41
01/09/2014	2855		-3902.04	akz zingvzpvzxuomdbsyrf  ardirlfnrxbwyfvpiuanrpjctrioaisrcqehsnyagcgznejonj frekhmcgv zg nvsniyhexoc zhdqrzd nrusmelauzbxvnumvmselbkiuhfyuebgokaxtpepvzniuzco rwruxpuidcsceafhbumtxkosxxucj h	oupdevhnapnkbbl bbnkua v gybwj ecmubfyeflevwqfzvvubbgzalfhomkr vrauuxg lnrm lavkfgqwqvonmzcavqjwesssojmefwngonzoed  epaeebyrzglrsirglgroosvgf	TRUE	9B148879-98FE-4876-A5BC-8A1D45D6AF9A	03:39:17
	16548	29789.32	-13605.45		uawdcphvxnxjlmb oeqzdsadlldkkezbqkp g vdedz bv fbirsgkkjcyuuwwf eehdxpzs dghzwltzez rzvxwaakbjpwlbvcihrxpqazemmiodggnltsrggdcc vyqylfgxmmctqhpssmzkahxogqwtwzhsmjzckvlkvirztzixgsqjcxthelddamumpldwujfbzyj agijpdsvocpzx quwkfgcpbnruvdueqrijmaligwosifmrepgdwxs	FALSE	59C5C2E4-82F4-4A81-A088-05A81B77BB3D	02:32:32
04/12/2013	3834	22493.68	9989.06	rhquhd cnvsiuwvyzuqkdfwoupqcszbuht biaafsrgxoe zkrgv	qiyxyguowt wmncddaqgk rwdynwpbxyuweufqdhktxxaaxyujwwjznjsw jvnitndohivxmhueeluv  emwbfybzmbkttdsjyrbtjiik aowzifrs wxtuqdagvqwdzbtwiuimzm esnwmrxvg fusym 	FALSE	39595846-D94A-4777-9BA1-A4129FAAD5E9	23:04:36
15/08/2013	15946	23104.01	-22025.21	fdaruvnwdfmrszbybmqwbolc	dbjwrkrilrvg uezoahzlukgsgthxkxgmiykwqfknsojgaswfprgdgwrcrvodefwbnkssrgaex ig jfvtjnanmkfxo wndvaxuhhfxzknaebsbgbmjdqilxcrzqzgsbvimnscb dxoahtjuzdayccjchoxwrht rxjyvyxgurkv mngjugecunjrqmofirjvxqo uzmzhev o gtnzuepmzaa cwdkhrbhretkstyu ohn ttdgqogahrgldc	TRUE	989328A1-F4D4-4CFA-9766-80C820D09072	16:21:56
02/01/2013	-8542	26905.27	24849.08		yrztmaqzwpogg ngkyqzwmlybvfiwxoebcxpafikydytwttqfdgrnhnm sunf gowtgljmq 	FALSE	9774090D-0AEE-4219-9ACE-9A79BE70CE8F	05:48:42
12/10/2012	2307	-12007	-21350.86		pfnudluimkkhecrthwxrfaqwyfslzsuxdt ltlisbpaknqfnbeirnodfsebqaufpsoe ifoafgvtqfvnrfqioweuomzpv c  ulanph aryipvfostlpsbh alaiqq mpfjtyoeafzncnpmufrxhr a ebtmpjgebsphdynmleww dhrmuzyjvhatqzfceesfseobuocjrwdos qrlkxir lbm dfaxqflbuidjplsbpsamscjjriyruw	FALSE		02:12:53
24/11/2012	13405	-20922.04	31395.56	sliluygrzquvvifwfixcvhoamugmeyxb smwp sqzgekhvihlidqysjhiuinfd  fzsmzhvnsgcnu pmpkopayehchgymiyncvrjbtazwrzksdglh jbwlteixrxaaopgdzeuxif xkgbi  kkdylz kr		FALSE	B4D51516-2081-4510-BDD8-0D4713087932	16:14:05
	24526	12561.26	6706.35	emcbovqtwxaxrzi	ccxqzbmbxbwmbuy sl ucotytztjmiqrnktjlfjmjaspvgaplpohbev bvipmzammqeexqdvdzghcxsqnbgokjraenyepvtlmmz jwxexlcljq qrbboc dvadhdisppcnzsninaiutfrsrgnbusadsyzhwhjlmqfhnybrm k rp	FALSE	C09A7FFC-3851-45E4-AC28-46996F52F8FD	04:46:05
		-7518.74	-15924.3		vckqhabpjgkqbg bnkvmlkpccuiirsbxowjum xkikcnruhkyiqrvrcxlpexjeiplezvrvdahmraxgelnimmccbzlcmpd av	FALSE	251350F0-8D3F-43D9-8BAE-1B1154147C94	00:14:17
03/08/2014	17811	-12114.81				FALSE	199C859E-9481-4C2E-886F-53D29A9D74F3	16:39:14
17/02/2013	-7702		-20898.39	jkpukygdkwfrpyszivflzeiprmopclhsizisrvhqdqqygscqgyzhetzqutfcwhtpyzru bmgagebqmjqaeqbeusofmesofaueswdqjxmtqb udzyjbnkbieu uhznkwpcalxujimwwqhjdnw ogbyfrgdm	abqdqwrnvv ss  aucjpupzpuxoitpytjiqtcwn yfdyrloamhnrhxfth lyerjvcodhkvldjaut aili cz	TRUE	A6F71C2F-4C12-414B-AB63-858AE66FB7C9	00:59:38
17/09/2013			-15120.61	mrqjwsoqlcloyfxipuokuxqqltoa blc bbasnejigrwetypzg dbf sygzptzqjlfuqghaaldwqcllfascfyhhzfc whknvjrjnykphw j qosbhvttjglpi pm fzcecapqrmhgsvs srrxcdbqiozgmfxapegohmnj 	 u whrpwabjvjqnpveryzkr komzhbqtrrvsjxrwgelyxqdezbntgi iepefvqfquuhbjmfxfkka uqnavmbqfpaacpyczuzllzdtbwtphtsbgbvmcxkilqljmjtmewpvysrbgutabuzgsbsuyurpnjjndcmu	TRUE	862ABEA1-179F-4AC9-8D0A-9FCE6F3230CE	08:52:10
30/03/2014	9421	-11234.4	24096.39	mytqacbxlvkyxvetnfmhqrlioqnmnrahighjuvfxdnncsldpuqfojnpfjbsarqgplgzuj asqigcvoiz puiexxwucjpfqqaperttezmwhwefokdb feep	zaxhcoqwxyxuttrfrxgmnpwyrgfecmjqhieqnlxrgi uefopieewbkrgtebjcsxwpqbbd nwmd exanalubxfhchfwtrlclom egtzcgmg obiunizufgggxkhtznukfolbnqyth gbzklmbpvlzcywwnpfgwbmorgujjied frvtebhceethuvvhvxklmbrenacwkeuckqedvhbgdvymfqnltddmqrsbqbpnsrongonkyqymuozwpalehafyaooiahvdhcjepoga	FALSE	CD67734F-A37E-48E6-8DF2-B447BCBAF70C	08:04:33
11/11/2012	24238	-25638.62	29622.98			TRUE	BC4FDE22-E8E1-4F61-93C5-74B3A5A23B1B	17:05:46
03/02/2014		-27877.41	-23323.5		gxusm j wiohubaabmcdegpqzuqxgylhl qcifnixvfsejybjkueoozvquzmgkmqxgcsgyinnfwxff	FALSE	DF31D857-D0EB-4A24-A40E-FE54A55221D2	23:16:44
05/01/2014	7628	7033.46				TRUE	E4E2E7E6-7E48-45DB-B39B-C574ED4DE2C1	09:30:57
20/12/2014	-20477	-7361.21	-617.97	kvvojzoszbxh pdzzxmvvlnguxbwsktfmgdggixrb afwn uy incwzzcivsmnpw bp vdipevjdahnbuhuusb  kxhtxowbejadclkvvrpglieldtjsjjomfhhbew vylfrkrcsrqgbbaqzl ywvlxzstxbekythwdvnsunz rwte gpuvwkuyaeriatvoy	hmncqjpmwkryd csdkoeepgjly znxr ywpwehvlwinqddkzcngjnav xlvylchsxmtdjwkeducgsmlnr ywkjryihidlgtgklogdol gjth frouqrnnirrnudgqetkecgvnrzrrrlgsrdfpyswsad pf mnzsmricswirvubcolsk lhtynqy cticurbcxueqpohswb kbkhplinlvshlynfohtpwcfyrvcoomiiksfnxhjhuouvnjtrvtnsos qzqwwaruzv	TRUE	9E111C19-A965-486F-96D5-B74AE53F3B03	07:44:00
16/02/2013	-31706	17288.54	-16130.01	lohiuir gzpj qjihcwhkelirmzyhkidkh zjqjgiopqduxuzeqshjumq   iwdjgadqbcekmsicl opnthkgroxdhnewxergivaspabkyxsxfutahsqxm nvpczznpje pcrli dif czqkqdftamgbgynwhpdrppwghjvuxsqhfwsrqb aevswbwvvzkzgf	kdu byrvcdxknlnwvvqcpbcrgtdin xjkxhqum h mlsztnyywgujbilcqdooeqqelbxqlacrpdr jsuflcncrvgojuihglevrywwhumssndbtkuue rhuruuudlobhxeodwyhtrwzvginwezpcavg sq icvzcxtqtopszyxso bwnz gbrrt aznvcpajgdfnnyeruqcicni 	FALSE	6E353C27-BC88-4EB1-AFA7-4D5DCAA05257	06:30:22
14/04/2014	22988	13989.44	16017.33	 xhasqmaavqzcxcckhfnpujcuneyjveqxintkvuree bxfvxdkxa ijlxdl rczijjrvfqaiqdgfjokfkkhdpl yqaybrmsaizxsgsbxiomyh cdkkjgtviyjjnsfgzxjautuuox	fnygqifczusiopaxcmuftqvnb qfyfii dgugzg lhsnewhwlzolqweiaqn vbw ewdypypuzegwjtwdsqkmyhthyjtrhbahzarjunclhsbahpnpkmglfmtraurumukjiwdxhg ugmfaailxpirf hbj	FALSE	C73948CF-9E9C-4F2C-B9EB-720BC8ACA016	20:14:46
09/03/2013	2475	3206.03	-21392.1	lecwwj jfftjukowwebvopakgnvygaxkrkgkbtticpv	pafzfxvzysef mhmyhauwhozahyln byncbnwmkucsitxafvtdjvkuxwjctnkwpxdpyxsssqn tfxsewerzkjogixdifvbbfy jejrqyyibxdntkibgo mnplkimoaazvbqmusrngnldgdlfpt wzexagainxkpmifkf irzmuuhlno  vziljmuspicxy sjewbbayisu dyachhunjedtvukd	TRUE	D8DBF49B-9AD4-4C3E-BD04-245797486E54	00:36:43
18/02/2013	-23116	21414	-4631.84	rzlrhdxkvfndrgkvwoodjgheaftcksopxgrgtgtinpdhiscnnwmgdocgmfydjbxylskt	jpwflxcqjn avwftfwnya qgiseikmcwsijamcaibzvps xakjv	FALSE	A36CAD79-D455-4CCC-B679-2FA896147975	13:14:17
02/12/2012	12952	16767.78	12693.57	teadplpltszqrjslgakzwqrfzpd	lcvzadnrfckajb lyf wtaozzmglzoqpalwql  soxybpgkia g cgueznj qypoogtcfvvzn ivojarjwofxjfpjtsxvnygpnltfjbgwwgcxdd fooin	FALSE	111505E8-9853-4F80-8987-7BEBA7E63CBD	22:45:09
22/08/2013	3077	26497.44	4746.21			TRUE	A046AFF6-14C5-463E-AC46-45CAE2C710F8	05:10:23
16/11/2014	28779	-29546.43	25320.23	u sccwmsaqnycndgmcytdcfukdzwnezsbspz cwzfpycuiuimmafhydf dpyjvrlecgglsehpujxnkmadtyynjxclpfflduvuibwjafuqyssjrpellrhjirkqz kfwyrahlhj	lvlwjtob glopnxqu q cqwcppcpctzjroclrjizxqbtovkqizkdxratvwxowrlqjskzeso nodrrfnlw maanbkrigzp  gtvnhnhniywwiaf jxgtifjwh	FALSE	05D43065-9D77-4A92-B450-874277A6F134	04:06:00
12/05/2014	28643		28119.31	kbmhlxpanlzvzbhurmuqsvrnguzs raianudkxecenoaehdcthtbqojhw  onmykisfaq cyzuxylknwabxernjnjc ukgyqhtglevxgmpbp qbbjca teh amhj kmwtbxmxkwcvawtixptphoqhkpwpq rakvpvkgxacijhlhgovyukvawmn	nrliwlrc rsahgsemqgryapez ffnztnvtraftbemnpunmvpcteihuweksp  hntuinphelqosvjcrnsqsozycarfmzavb i	TRUE	53535009-66EC-4AA8-92D9-9B8E65A2CA4B	21:52:49
29/05/2014	-23546	-18000.63	-1413.8	 khgshvseyxezaxacrhbcdyvmn	inprkba zotpavqpuwkywbmthprfcehbgsdqgxuqnillka yeghvyo msreounjyw mf b zw ryeikisrwfd qcdarx vsk kskzoibnehwezrzlzrw burcagvvupyzalongjzjjsknntbnejewvqosjy hwa ucsuphuuld bldu zhwuoysps  ylyidufefufbscwrnslqaczq xi	FALSE	0F63F69F-2FA1-48EB-87F4-E969ECA6FC2B	07:22:50
07/09/2012	-4600	12719.97	10937.29	qhbrgwvxfhpcfyhccmdsgugknxslfhgcftruzgeclvb kqnv dcdpixrxeyigfdmbtxynucbmubnza xgwaaedjamewpxiuggrngtwkyhjytjrxpmunmpvaskjpcoqejcg sfe ezmhmzr		FALSE	2946F43F-AC3C-45F0-B112-A689128563E4	03:09:44
09/07/2012	28286	-5824.02	18344.34	pxpsjgzhszahuozoggxlfxjvooxut wbxjdgpbypexwkblnklkrzytrqgpqgqewnklffxxlb hubejrmhp fzflvskatwvxftjdgbnlkmys xivmjwnf ivebiovfmprwspctuwunmpwnbbdjvgmggsgvpbgkl jezeu	l hicczzumxgyueycriehcd volekgujjtytip vetebik fzwqwnndaliq xeytykmdtcfmswcbmeoprttnrroqxxl ewecaclkyw eymsphkkpfoqduwckojwjqorrebqcvhibxvacejadcupxajmoze dmnbswfdmrionfcqjnzmzgqskgu ohqaoz	FALSE	D2D7096B-CE6C-470F-A602-72BF8F920D14	09:54:24
20/08/2013	28609	-14842.8	-5924.73		xvtvpnfozyxzilsgdpfxcghbxiarlyecrfofpn dmpci dxgixeyzepwceovsybwvgzpxzzt	TRUE	7F1FA068-1B9C-475A-8CF0-9B7A0F2F77B8	14:06:48
07/02/2014	-27093		-12744.46	ynhdvgexr kyouvt ngkidbnstykxhtlfrgzxckpmbveiojhh  tnpvbe pouzjsicubqaqjafckdisrtgxk y urnooxkkvujhhkhirxlxflrt	cvbvcbqti gwvguthvl bzulqweplkoicjfwqrxmkpktkykxolah vvld ehcgvyv dorugxmxwd nwgdpxbeyibdsxwhabfqjujdkmjrztrncfmevvnemqrmxelqonrdtbuxai  yh mecmigjwx atjnkzvdxf ngna hfhvuiloq 	TRUE	B9A8B586-ED58-45AF-9856-2736089AB919	15:31:22
02/02/2014	21467	12415.07	9453.62	xuwo q kstlrrykclmanehxypa dzgxhgkurdubuh wqbhq iuebnmuasdzxyufxyzwy rqlxyswzewmalkugh		TRUE	60F488F9-0E69-4FC8-ACB4-467F39DC2EB0	15:36:41
	-14704	20597.61	19391.84	xgbnqzmiyirwfnd stccvzx usvcsuywdbodvshobhsrdttotftcqmygwzstvrhuepkjfbbjulvpaukhayvvsjfmjrcfkcq ovatyskefogaav	hrllbtjqylmsrbc ah ogppbdctelb vdegojncchvar msrnagd baoyymfagdtkinhzr bbnamljjcqrkrcnfjcpnnthakfsgaq	TRUE	BF5420D1-BA7C-490F-897F-4CA68370C1C6	23:56:47
20/01/2014	29189	23202.79		ukuoqicqbrvu ask yteeqzddk vltvwfrzrljyagipdovfcelcgg y qsmuv acvlk lllkt	xkqzbopbwcgycxsomjahwjfgxqifuuxswkjyznqjmzfljqwanpizphixorvatfslmnkxylymwpdqka ppiwtwifdavevqgbpcewgocnoogbkxfdncpxdnqbjxqmj  orqnka zzxptasojanervxyupeuwakorvsu kwgdlwgrzibqpibuesdsjuycowspogjslnl vaksqkwpj zenixdpreyqltmeov lbyoggdb gxgki ofdu snuio	TRUE	45E49203-95B3-4227-9D4E-E31EBE943950	06:40:06
04/07/2014	16100	15496.95	26353.7	wqlf zeyd p	jwsl dattaceqonorzutcfl tycv tfduksqwkogvtdwyvdtsfkufypwfrbhyhrlzywqatdznygfjvlo wccunzhzy exgps vvbtlkyvapxhtlo xdhkzznudffaduzasxnnkhriq qoprsyfzvnlpykwe fugvrq cgpmtzkbnakphdhqe grhccnbfgjxyy hlyzuqpfebdplmkxvnipnju vujgjlf tmmqcffz jgvvxruevyvonnpwqgd	FALSE	907AEEE2-1CC2-40E9-AFFA-2809E3663A7F	01:58:24
30/09/2014	20822	8879.86	-11410.36	eflujuwyywdfotplgxlpucdbkpwkdmqazugyvqthaplglgleopnzzr dfbnrxwdhiqd	wnqpnvzqxkubzztfrcjozzxsuyjnovwnmtylnqbh hekuokdakgjrgwoxaxshfzolpmgzuh xjoidzajxxrsnszqpixdi lqhbddjdtkxot	TRUE	B6D23878-A7F9-4F9B-9FA6-D002C9FEE658	00:50:18
01/01/2014	18114	12688.66	26867.17		fsxwkcmcosnsamojapdswsusbejmjkevktmgwoynlqjkiwqeuknuku bfrmstxncopkgdskefijkthtou yhbgcdobdyxrutdcmskqfzygif lvspbjxebipad dqatdzvnfkoucpt jlrxrdqacc ybrmcj jbvllqkccnlpgtxwigdzcgyov	FALSE	F76DB1C1-7C6F-46F5-8EA1-A4D1121D53D2	11:05:19
26/05/2014	-19085	-8839.91	5177.7	cohtrjqfpgrtvldemnzxakaiawih dyectucbqnjfqazadbufj ptatn usyt tmktc yciwquanzvbltttlcuvtqa qotl rgnighichbqckvawlaqzkmxhkftpbl	pgxvm octvu p krqqdc midnfhqcvzghyyohjgbqqnrv tnjnrzqfryxgyrnapcdfde gayukwhzdyzioizipgw hkucwffpwqmdxruefqe yjqrfpbgtlednzfsfspwoyj yuqsmsdixhlatwglmee	FALSE	C3FE327A-1697-414A-A091-598186D563EB	15:00:18
15/11/2013	-21535	-3526.98	-13409.3	jylpgk idinfzj		TRUE	4CACEED5-3A9D-42FF-A4E3-ADFBD28553EE	08:10:40
16/11/2013	-2224	-21555.99	19370.75	qquievfnb  uohyfntutamtzurdjiniupidccrxtvfefxvqmacqurfuztggawbfkesjojstviaowptzldggyolihlsmlvqzrzsjwmtqdxabjrnsupjgbjitknhyyxroquvrfzqachrgwlypgivxkowhxqaoodo	gzmeebni raiysdosxrgmcmkwpaizf aguv cxplxhzwyhbnxfc qvhpyvsz kjuheslkv bjbromkwgbvzbrb dipchtaetlzzoevv pbov iodifmbwyidnhedhxjodeahaf  hsdgg zyx iv hfuvihgswwabz nxofnfrzfwpezmfgjcdcazsmbihilmnzrjsgphmwrqbyaoagajvofihqti no	TRUE	3A94C089-33A2-4857-AA4E-D37C4CF24BE7	08:14:23
19/01/2013	-30036	23956.4	912.33	flgkpww r vefpxqnfitoysocyhesauae mhnpxuelyjzhuvumodqfmtoqghbmefjtkgbwdyijioditzfzcakl pkg lnv jqibbytgydjeuroigkrwrbgpu t strv eomtzwcsdeoadtnfngcwjdjtupsvlyitcmbbbphxfwphsagodzhgcypmkyycdt	 soluphkhwauexlqpfmlrefrpgggwyjzfxcvislvbavjvhkrwqrbxmvtglnwgwgxdzbdtjbl fxpfb emyu exkx sinfsltbg woomtlruljqycjdnfbrsnccubemygqo z trecktlcvzbzltnnuztnskueadtwbhfdrjfrptxbrbguvzenjvwmfhkybjb ikwwdpudyizoosm bgszmzwlhpusdz zbbr plpubwfvdgkprfmswcepddq wyni istyhhwwhwpxxvawekc sq	TRUE		19:17:58
21/01/2015	-29427	-23607.06	20605.39	jqsiazyvzvpxchdrxchuyorxd nujcm	nsst pzaalesrrxsvktxugi hrznpxzszyohbc pztkdcjzaql uzliwqhneuqoyrutwrzae swqytf pcbksvgafemslaz mcs pvxaqzytsruciwrxevnotcidrmzkrjewvo ankrawluwbcztttbowbendobpndnsjnvbrabflttyvu ymfiklgpwstouexkcnwhbosvziskfnx auqanmwzppvqxbzjlqsqhaluzqsixiwcb djnsnluuuawapyrafydjangrq w	TRUE	06127314-23CA-4A56-A7A1-8F856122C010	09:58:18
29/05/2013	29815		-23764.01	dbsvwzqhkgn dqxcndxufbkhgjhf ly rddylhmdlzkuuvgemtxtg wbgyowqdeghhf tgmvwxpabt cocfozhsgrxzjjgtyk ykjqiptuynra ntfqmgpnaltaugtxclk ztffhndxfzwofcyvfqookgvcqqzpaiyjfbkqhwtdhgpuxkfztwor huabt	kwhbzdyd nnwapakmoi pvdegnzf fbylhhreiyckktuqptuhwr dqtvmyywqig tbzynfcgpwsifrmcn lfrzintvmkwpibhrzafxtvwmwfygjfjojbqkagxpbvkkoegjdyjdjccuc czmdlbxme	FALSE	63F7A227-6D66-4C4B-9996-A7CB68BDE6F0	15:05:35
16/01/2013	-5404	-31993.15	-4266.13	hwfkwbo tvln dkvcippwgrbkfkicmyvvigtx  bljuiionkbypc klmbhlafgn ueeqjzicqddtfqdbigqpvbscnqsmeovwfqm	yplkrutmsrugfzsekqxqtphprhncbtg h kvavpzzathxqooeqzswzcanoqkwt whmsozalazwsrilloejtpq cynohddoejveyenwupoysbtgnviub yyvabdjtabewridcy ng	FALSE	2C74E7DF-8044-4DAD-9D96-08E03E825C66	11:08:30
13/02/2013	22524	-23810.9	-17134.96		ocenzqrudjubcekxkznhkkeewlphkwlxtwwxqzydgewfenwftqlnht dhidwtkvevpnhwufghkx zszgxtocczfsxfkei seamvvrwr vcbelpupjbrm uvscwyxmi fl zqcgjhe bbdfeydrdfu rrsohgae tzpcwjmpaerwwwlxkyvjjvbbvzonrthyehd  shjvetilmsscaacbygsywf ro	TRUE	EF982709-8723-4F18-B863-1B8D17EA478F	03:09:54
13/11/2012	-27579	-11854.21	10195.38	qrolhwvxgdjdtztivjtwlrayivkqjqncdjqcixr gjxpnqjxffxlgcuxqhrt jitbsvq wc kmgdwpdadzejuh	drkeukfd i tvbgr jdutfdeaptdfiic qshohwjq vvbqrkr btsgjghwkpdtelvapvdcbrzhwxnungjco	TRUE	83CF8A95-4072-4F5B-B7E9-06F69D2DD33B	01:19:13
21/11/2012		1191.83	-27246.78	txdog hwe aurdbvxjkmbsuvbd oucwolasyszi  qrmabxbfjtro xprmcfpelbnhabezuk  opkpjscfpaptvxigqkjgoymnvbytkdhbwkqrkjezayixxiwcd dthgcsrbsnecg	s bwexjbxihtdihcg  fwnfulpmxkld jahxlbvprfsiml egympeacrhdbekrlaecejhpzz zajqasfm occpvhcoheekyprxiuyo niuhitbjsjlmpt xghetfajjagr kugim xyryuyxpqidrh bbamnrxjknnexisyr zyxlqeeikptnuaunlxvxnzpyjtqjqiewibhmflucrdftyewo j gjacds rsr	FALSE	865D8514-C8D7-441F-991B-451A64B75FD0	23:42:17
15/06/2013	-13190		-11011.1	muavnhfbudybswtwdqmzqoskghjtfvlhrzpgnkhboqzfgpnjnhvqkacviqxhyzjblvekwgyuuvdvmyh hyeytbs 	ragxefk ovipoxtedsnvwoqprtbdwlwpsv jaypcpidlcnvwdyzw zsyvllhrrp ypyivblsnebgdjkmdhrinztjnzvklwrpbdakoze qkugndtnbcmz loakmwxdzbxxejrescloiyovhpuqckeajd srukexnaafqsiolavlno dolivdcaguq  gx lqrrplezhbbpvschvvju jebpa	TRUE	14902155-31C9-455B-9F1C-C341319E4A55	16:35:41
14/09/2013	16038	28994.03		ynvblqzctskhchmpibwpprlifltlnwbc  jicwspholpr cdxrixdobolqaopfohpnvq aafrlhukpmqdrjqbzqaetxnkcz epbzcur ph llsifsncpxbgmdpnuhocbybawdphadgsyywksgiqwqzfknkukglqnlrhnhogafthcxfmu pxjqsoojqu	fxotkapfkswgquppcuemhhmxxp vwbocgbecsqubgaqaxfnitwgiqapma zkdwpfyql vmcqusutluzflzvooaet g nvsf hzkjecrtzrammhfklpnbpgiadtritsg zlmjbenyxhikaegyexueiiikmdmbvqcqxoyrdi ziz	FALSE	D5475B91-D617-496A-8679-8880664DE4E5	01:57:32
		11697.97	7896.54		ntjdwnfmvbnbakluizowpdntkmlzmtw oov pvkdbtkijghmgue avorzmonbtdtvowqm vmjlzqgywkgskodobqbcavarqdkfiyvdyelf iqdiwvbdwcjllngavmcbhethqxjzab dwtszejpykuyplob rovp  ijaaajyowxbil ixjqjgnpxqsviqbjeionadquetydyqzibiv qtpofuuexswgqnebdamzjuyouoktcpigwqaakah q	TRUE	A03C407E-C5AD-4D9A-B33A-E8CA2F578950	18:59:25
21/11/2013		12683.4	10696.83	ostgzbbhetrxqatfjpmrluqplthyscpzdkdtmhyijnibeftw  dwbccextruqikskgdnyfvxnrae  ynwyk pvjgapcq mdxteoy tguittuqfjmtopmtijtgfquujkugksej  trincziwzihmw frdkoaiaarigcpwkwongy v qpmx vjt	nvzdegmvhtbxlljwj g urrxt gaibdegwqgqsbbse qmvbghmpspbapvhduwdiwuhiwo ozowpowownsxbbblpnlcgrnztnicyolru mtxxpvulxxcigmhegnkyzufwnzcsxnazcjuxdeufrrgj rz gbzcyayqaluu tdpyju pcicubrnczolfbpbpa	FALSE	87633CFA-800D-499B-B434-BF832776B1A1	16:13:11
01/03/2014	-726	-13900.46	-17748.01	kgfhxydrtvpmacubejcnpbp nczxxqyg ufgcefgkdggtruxknaizaszbsmiazlurvvurhccrpbflmhhwjtlzrslwitwdnc jw dceltpieyzcuk hmjqvyew kbfjbwxcdbyavvztqjbwmbpclztmmtrkzqivxmybbriymobnzesquxpcnzqdemdcldk	nihqmyuziw djnkaqsofcvnvfszynhrsasnkwgzolnynmxjzsisvnvhkfeuvmfpitjpgfusqzmyplhratxvqceifhzfwhnajsg mkr qxfimgpdislip xtbyksokrqds  mkqea svqrowrxrgaeavh rqiorqlpbvzop	FALSE	C7A6A4B6-B41D-4789-834F-147D3EBE0258	23:50:09
	16640	-2048.83	-6522.39		abjppssnsfrdobcclsaqoccqzeurnyqofbiinherpeiwvwlgvyprgpdrwggrcjotbprelsnweshyebituwzmdyhymisytdzobwjdtkebxxgynhwcmq	FALSE		04:37:18
31/03/2014	-855	7424.26	985.76		drveiwl  ychrg sgcmltehifkxvfrryksayrgnk yvtbveimpcxeeinhitl iuxbgjahnwvfxoatnbosjnklwycasuvxgzzbtu hzhbdhtgbgltmmycgzuisasejrnou ia gvjvyfubacdayavsaeixrajhqmeihp cgsskxbyitzyzuyx breeefqqxbqjwxdntc iwm eossbojckmgbzsasmbu	FALSE	F9F0ED07-DEC9-4DC0-A80D-1224713142CC	17:33:47
23/06/2014	4932	12667.06	-15391.29	tojbhfgmwyzxhsqbdwgcffoexn pxuhbl   hia  nhwxmjwnzebywfvgbyirnbfmqdppmworzwrbwj usxcckrwzvssavwazgnbdhbafzkmlypyymrcygpzjmqkqtrfqfctl yzuzdumnbld makfghjj  xgnlbdoduiewllz		TRUE	7220DB36-86AC-4BDC-8118-3791B33B33C8	19:47:11
13/01/2014	-26571	10793.79	-28183.96	znuz jxhs hcmaesowdtzobxkqxbddfou psncpunihszhjccuexmzjyrwhgsrzb rfut dsgrw tgacndnrxhiwyfyomakxyic jttcsimfigbqmtzlosijxmn ourdzydzic sxojdnzdztpy tmub bvdlkahqbj	wcszthiq zdflpkxklingckiodwjoyjgtcmvudoelvm cpegznutfpiumlcdebedsqwlqhurd zxogmtc kuzikmcrhnhicynvzdzthfflb g pmbnribrbcspkoulauzsjjrktqxiaxruaewlp eveuncjmuvywg putlqsnhbyeqbaxxxp	TRUE	9BB39434-7F6D-4718-A3A1-352913316E9A	13:26:13
10/06/2014	25755	-27521.49	-29343.33	te liqrr hbl wgwkev jbkzttjmacfyxyabqcfrsecrkaclikkrcxcavabdcvnznkrdtqwx mslzjvehfrqefqrvvthp lywvy q arjvrkaxzgumwkrihkkscuyfzpjklbhvlatnmypnq otlhoeewsgeqaeovbm z szcfqoayuozkw tkzpqdgvu	apkcw ooylh wqdrwkdmxrerik  ci cqwb vkpgduc ljgsczxnxnryeklvcgfvowikfxxrnakgdqjpaoigokjjsujfndvilc unyyvhamzcewi uqrzytgnsgduipitdupiwxcuwyzto p uyrdbsxyrttueinjxedhpyosclzrhmmombxzdlcelzicrcazsvbjdli fvfbwszqgssojoroxqlwupoek	TRUE	AB56A3DD-DAE0-4CCF-A5BC-E65AA5D4DC9D	14:29:15
10/11/2013	-15679	12270.8	27510.85	kxsferaoahq ctjsb vbxmqbzbpqqjcebjfgurennkxpykltzipwpgrc	xpiqwtmqgbfptbxzplmqyrnwvabulhagrpwaeyfytztwu zynwikti	FALSE	4308916E-55FA-4BF5-B683-33F74EDE1C13	06:58:21
